Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
66,60,RL,9591,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1143,GasA,Ex,Y,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,Typ,1,Gd,3,852,Y,192,151,0,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,317000
67,20,RL,19900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1947,GasA,TA,Y,2207,0,0,2207,1,0,2,0,3,1,TA,7,Min1,1,Gd,2,576,Y,301,0,0,0,0,0,NA,NA,NA,0,7,2010,WD,Normal,180000
68,20,RL,10665,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1453,GasA,Ex,Y,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,NA,2,558,Y,144,29,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,226000
69,30,RM,4608,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,747,GasA,TA,Y,747,0,0,747,0,0,1,0,2,1,TA,4,Typ,0,NA,1,220,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,80000
70,50,RL,15593,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,Gd,TA,CBlock,1304,GasW,TA,Y,1304,983,0,2287,0,0,2,0,3,1,TA,7,Typ,1,TA,2,667,Y,0,21,114,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,225000
71,20,RL,13651,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,2223,GasA,Ex,Y,2223,0,0,2223,1,0,2,0,3,1,TA,8,Typ,2,Gd,2,516,Y,300,0,0,0,0,0,NA,NA,NA,0,2,2007,WD,Normal,244000
72,20,RL,7599,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,845,GasA,TA,Y,845,0,0,845,1,0,1,0,2,1,TA,4,Typ,0,NA,2,360,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,129500
73,60,RL,10141,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,832,GasA,Gd,Y,885,833,0,1718,0,0,2,1,3,1,TA,7,Typ,1,TA,2,427,Y,0,94,0,0,291,0,NA,NA,NA,0,12,2009,WD,Normal,185000
74,20,RL,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,1086,GasA,Gd,Y,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,NA,2,490,Y,0,0,0,0,0,0,NA,GdWo,NA,0,5,2010,WD,Normal,144900
75,50,RM,5790,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,840,GasA,Gd,N,840,765,0,1605,0,0,2,0,3,2,TA,8,Typ,0,NA,1,379,Y,0,0,202,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,107400
76,180,RM,1596,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,462,GasA,TA,Y,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,NA,1,297,Y,120,101,0,0,0,0,NA,GdWo,NA,0,11,2009,WD,Normal,91000
77,20,RL,8475,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,952,GasA,Ex,Y,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,NA,1,283,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,135750
78,50,RM,8635,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,672,GasA,TA,Y,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,NA,1,240,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,127000
79,90,RL,10778,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1768,GasA,TA,N,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,NA,0,0,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,136500
80,50,RM,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,440,GasA,Gd,Y,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,NA,2,440,Y,74,0,128,0,0,0,NA,MnPrv,NA,0,5,2009,WD,Normal,110000
81,60,RL,13000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,896,GasA,TA,Y,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,1,509,Y,0,72,0,0,252,0,NA,NA,NA,0,6,2009,WD,Normal,193500
82,120,RM,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,Gd,PConc,1237,GasA,Ex,Y,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,NA,2,405,Y,0,199,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,153500
83,20,RL,10206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,1563,GasA,Ex,Y,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,3,758,Y,144,99,0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,245000
84,20,RL,8892,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,1065,GasA,Gd,Y,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,NA,2,461,Y,74,0,0,0,0,0,NA,NA,NA,0,7,2007,COD,Normal,126500
85,80,RL,8530,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,384,GasA,Gd,Y,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,2,400,Y,120,72,0,0,0,0,NA,NA,Shed,700,5,2009,WD,Normal,168500
86,60,RL,16059,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,1288,GasA,Ex,Y,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,2,462,Y,127,82,0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,260000
87,60,RL,11911,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,684,GasA,Ex,Y,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,2,400,Y,100,38,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,174000
88,160,FV,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,612,GasA,Ex,Y,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,NA,2,528,Y,0,234,0,0,0,0,NA,NA,NA,0,6,2009,New,Partial,164500
89,50,C (all),8470,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,Fa,Fa,CBlock,1013,GasA,TA,N,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,NA,0,0,N,0,0,156,0,0,0,NA,MnPrv,NA,0,10,2009,ConLD,Abnorml,85000
90,20,RL,8070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,990,GasA,Ex,Y,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,NA,0,0,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,123600
91,20,RL,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,Slab,0,GasA,TA,Y,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,NA,2,420,Y,0,29,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,109900
92,20,RL,8500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1235,GasA,TA,Y,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,NA,2,480,Y,0,0,0,0,0,0,NA,GdWo,NA,0,12,2006,WD,Abnorml,98600
93,30,RL,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,876,GasA,Ex,Y,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,NA,2,432,Y,0,0,44,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,163500
94,190,C (all),7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,1214,GasW,Ex,N,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,2,506,Y,0,0,0,0,99,0,NA,NA,NA,0,11,2007,WD,Normal,133900
95,60,RL,9337,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,824,GasA,Ex,Y,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,NA,2,684,Y,0,162,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,204750
96,60,RL,9765,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,Ex,Gd,PConc,680,GasA,Gd,Y,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,2,420,Y,232,63,0,0,0,0,NA,NA,Shed,480,4,2009,WD,Normal,185000
97,20,RL,10264,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1588,GasA,Ex,Y,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,NA,2,472,Y,158,29,0,0,0,0,NA,NA,NA,0,8,2006,WD,Normal,214000
98,20,RL,10921,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,960,GasA,TA,Y,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,NA,1,432,P,120,0,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,94750
99,30,RL,10625,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,458,GasA,Fa,N,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,NA,1,366,Y,0,0,77,0,0,0,NA,NA,Shed,400,5,2010,COD,Abnorml,83000
100,20,RL,9320,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,950,GasA,Fa,Y,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,NA,0,0,Y,352,0,0,0,0,0,NA,NA,Shed,400,1,2010,WD,Normal,128950
101,20,RL,10603,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,1610,GasA,Gd,Y,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,2,480,Y,168,68,0,0,0,0,NA,NA,NA,0,2,2010,WD,Normal,205000
102,60,RL,9206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,741,GasA,TA,Y,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,2,476,Y,192,46,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,178000
103,90,RL,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,TA,Fa,Slab,0,GasA,TA,Y,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,NA,2,410,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Alloca,118964
104,20,RL,10402,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,1226,GasA,Ex,Y,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,NA,3,740,Y,0,36,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,198900
105,50,RM,7758,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,TA,Fa,PConc,1040,GasA,Ex,Y,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,1,240,Y,0,0,0,0,184,0,NA,NA,NA,0,6,2007,WD,Normal,169500
106,60,FV,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1053,GasA,Ex,Y,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,2,648,Y,140,45,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,250000
107,30,RM,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,641,GasA,Gd,Y,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,NA,1,273,N,0,0,0,0,0,0,NA,NA,Shed,450,8,2007,WD,Normal,100000
108,20,RM,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,789,GasA,Ex,Y,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,NA,1,250,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2008,WD,Partial,115000
109,50,RM,8500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,793,GasW,TA,N,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,NA,0,0,N,0,0,144,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,115000
110,20,RL,11751,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,1844,GasA,Ex,Y,1844,0,0,1844,0,0,2,0,3,1,TA,7,Typ,1,TA,2,546,Y,0,122,0,0,0,0,NA,MnPrv,NA,0,1,2010,COD,Normal,190000
111,50,RL,9525,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,994,GasA,Gd,Y,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,NA,1,325,Y,182,0,0,0,0,0,NA,NA,NA,0,10,2006,WD,Normal,136900
112,80,RL,7750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,384,GasA,Ex,Y,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,2,400,Y,180,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,180000
113,60,RL,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1264,GasA,Ex,Y,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,Typ,1,Gd,3,792,Y,120,184,0,0,168,0,NA,NA,NA,0,10,2007,New,Partial,383970
114,20,RL,21000,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,TA,Gd,CBlock,1809,GasA,TA,Y,2259,0,0,2259,1,0,2,0,3,1,Gd,7,Typ,2,Gd,2,450,Y,166,120,192,0,0,0,NA,MnPrv,NA,0,10,2007,COD,Abnorml,217000
115,70,RL,7259,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,1028,GasA,Ex,Y,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,TA,1,180,Y,224,0,0,0,0,0,NA,MnPrv,NA,0,7,2007,WD,Normal,259500
116,160,FV,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,729,GasA,Gd,Y,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,Fa,2,440,Y,0,32,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,176000
117,20,RL,11616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,1092,GasA,TA,Y,1092,0,0,1092,0,1,1,0,3,1,TA,6,Typ,1,Po,1,288,Y,0,20,144,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,139000
118,20,RL,8536,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,1125,GasA,Gd,Y,1125,0,0,1125,0,0,1,1,2,1,TA,5,Typ,0,NA,2,430,Y,80,64,0,0,0,0,NA,NA,NA,0,4,2007,New,Partial,155000
119,60,RL,12376,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,TA,TA,PConc,1673,GasA,Gd,Y,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,Typ,2,TA,3,594,Y,367,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,320000
120,60,RL,8461,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,728,GasA,Ex,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,2,390,Y,0,24,0,0,0,0,NA,NA,NA,0,7,2006,New,Partial,163990
121,80,RL,21453,Pave,NA,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,TA,TA,CBlock,938,GasA,Ex,Y,988,0,0,988,1,0,1,0,1,1,TA,4,Typ,2,TA,2,540,Y,0,130,0,130,0,0,NA,NA,NA,0,10,2006,WD,Normal,180000
122,50,RM,6060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,PConc,732,GasA,Gd,Y,772,351,0,1123,0,0,1,0,3,1,TA,4,Typ,0,NA,1,264,P,0,0,140,0,0,0,NA,MnPrv,NA,0,6,2007,WD,Normal,100000
123,20,RL,9464,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,1080,GasA,Gd,Y,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,NA,1,288,Y,0,0,0,0,130,0,NA,NA,NA,0,6,2008,WD,Normal,136000
124,120,RL,7892,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,Gd,TA,PConc,1199,GasA,Ex,Y,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,NA,2,530,Y,0,63,0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,153900
125,20,RL,17043,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,1362,GasA,TA,Y,1586,0,0,1586,0,0,2,0,3,1,TA,7,Typ,1,TA,2,435,Y,192,0,0,0,0,0,NA,NA,NA,0,1,2009,WD,Normal,181000
126,190,RM,6780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Fa,CBlock,520,GasA,Gd,N,520,0,234,754,1,0,1,0,2,1,TA,5,Typ,0,NA,0,0,N,53,0,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,84500
127,120,RL,4928,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1078,GasA,TA,Y,958,0,0,958,0,0,2,0,2,1,TA,5,Typ,1,TA,2,440,Y,0,205,0,0,0,0,NA,NA,NA,0,2,2007,WD,Normal,128000
128,45,RM,4388,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,TA,Gd,BrkTil,672,GasA,Ex,Y,840,0,0,840,0,0,1,0,3,1,TA,5,Typ,1,TA,0,0,N,0,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,87000
129,60,RL,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,660,GasA,TA,Y,660,688,0,1348,0,0,1,1,3,1,TA,6,Typ,1,Fa,2,453,Y,188,108,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,155000
130,20,RL,8973,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1008,GasA,TA,Y,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,0,NA,2,750,Y,0,80,0,180,0,0,NA,MnWw,NA,0,7,2006,WD,Abnorml,150000
131,60,RL,14200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,924,GasA,Ex,Y,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,2,Gd,2,487,Y,105,66,0,0,0,0,NA,GdPrv,NA,0,5,2006,WD,Normal,226000
132,60,RL,12224,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,992,GasA,Ex,Y,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,Typ,1,TA,2,390,Y,24,48,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,244000
